"Ano e mês do lançamento";"Código Órgão Superior";"Nome Órgão Superior";"Código Órgão Subordinado";"Nome Órgão Subordinado";"Código Unidade Gestora";"Nome Unidade Gestora";"Código Gestão";"Nome Gestão";"Código Unidade Orçamentária";"Nome Unidade Orçamentária";"Código Função";"Nome Função";"Código Subfução";"Nome Subfunção";"Código Programa Orçamentário";"Nome Programa Orçamentário";"Código Ação";"Nome Ação";"Código Plano Orçamentário";"Plano Orçamentário";"Código Programa Governo";"Nome Programa Governo";"UF";"Município";"Código Subtítulo";"Nome Subtítulo";"Código Localizador";"Nome Localizador";"Sigla Localizador";"Descrição Complementar Localizador";"Código Autor Emenda";"Nome Autor Emenda";"Código Categoria Econômica";"Nome Categoria Econômica";"Código Grupo de Despesa";"Nome Grupo de Despesa";"Código Elemento de Despesa";"Nome Elemento de Despesa";"Código Modalidade da Despesa";"Modalidade da Despesa";"Valor Empenhado (R$)";"Valor Liquidado (R$)";"Valor Pago (R$)";"Valor Restos a Pagar Inscritos (R$)";"Valor Restos a Pagar Cancelado (R$)";"Valor Restos a Pagar Pagos (R$)"
"2025/01";"30000";"Ministério da Justiça e Segurança Pública";"30108";"Polícia Federal";"200376";"SUPERINTENDENCIA REGIONAL NO ESTADO DE GO";"00001";"TESOURO NACIONAL";"30108";"DEPARTAMENTO DE POLICIA FEDERAL";"06";"Segurança pública";"122";"Administração geral";"0032";"PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO";"2000";"ADMINISTRACAO DA UNIDADE";"0001";"OUTRAS DESPESAS ADMINISTRATIVAS";"00";"Sem informação";"";"";"20000001";"ADMINISTRACAO DA UNIDADE       - NACIONAL";"0001";"ADMINISTRACAO DA UNIDADE       - NACIONAL";"-1";"Sem informação";"";"SEM EMENDA";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"30";"Material de Consumo";"90";"Aplicações Diretas";"126864,90";"14864,90";"14600,00";"0,00";"0,00";"263327,18"
"2025/01";"25000";"Ministério da Fazenda";"25000";"Ministério da Fazenda - Unidades com vínculo direto";"170010";"SECRET. ESPECIAL DA RECEITA FEDERAL DO BRASIL";"00001";"TESOURO NACIONAL";"25103";"SEC ESPECIAL DA RECEITA FEDERAL DO BRASIL";"04";"Administração";"125";"Normatização e fiscalização";"0032";"PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO";"2237";"AUDITORIA E FISCALIZACAO TRIBUTARIA E ADUANEIRA";"0003";"OPERACOES DE FISCALIZACAO TRIBUTARIA E ADUANEIRA";"00";"Sem informação";"";"";"22370001";"AUDITORIA E FISCALIZACAO TRIBUTARIA E - NACIONAL";"0001";"AUDITORIA E FISCALIZACAO TRIBUTARIA E - NACIO";"-1";"Sem informação";"";"SEM EMENDA";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"33";"Passagens e Despesas com Locomoção";"90";"Aplicações Diretas";"400000,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"2025/01";"42000";"Ministério da Cultura";"42207";"Instituto Brasileiro de Museus";"423002";"IBRAM - SEDE";"42207";"INSTITUTO BRASILEIRO DE MUSEUS";"42207";"INSTITUTO BRASILEIRO DE MUSEUS";"13";"Cultura";"392";"Difusão cultural";"5125";"DIREITO A CULTURA";"211F";"FUNCIONAMENTO DE ESPACOS E EQUIPAMENTOS CULTURAIS";"0001";"FUNCIONAMENTO DE MUSEUS DA UNIAO";"00";"Sem informação";"";"";"211F0001";"FUNCIONAMENTO DE ESPACOS E EQUIPAMENT - NACIONAL";"0001";"FUNCIONAMENTO DE ESPACOS E EQUIPAMENT - NACIO";"-1";"Sem informação";"";"SEM EMENDA";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"39";"Outros Serviços de Terceiros - Pessoa Juríd";"90";"Aplicações Diretas";"79121,48";"0,00";"0,00";"0,00";"0,00";"9803,92"
"2025/01";"44000";"Ministério do Meio Ambiente e Mudança do Cl";"44207";"Instituto Chico Mendes de Conservação da Biodiversidade";"443043";"ICMBIO GR1 NORTE";"44207";"INST.CHICO MENDES DE CONSER.DA BIODIVERSIDADE";"44207";"INST.CHICO MENDES DE CONSER.DA BIODIVERSIDADE";"18";"Gestão ambiental";"541";"Preservação e conservação ambiental";"6114";"PROTECAO E RECUPERACAO DA BIODIVERSIDADE E COMBATE AO DESMATAMENTO E INCENDIOS";"20WM";"APOIO A CRIACAO, GESTAO E IMPLEMENTACAO DAS UNIDADES DE CONSERVACAO FEDERAIS";"0000";"APOIO A CRIACAO, GESTAO E IMPLEMENTACAO DAS UNIDADES DE CONSERVACAO FEDERAIS - DESPESAS DIVERSAS";"00";"Sem informação";"";"";"20WM0001";"APOIO A CRIACAO, GESTAO E IMPLEMENTAC - NACIONAL";"0001";"APOIO A CRIACAO, GESTAO E IMPLEMENTAC - NACIO";"-1";"Sem informação";"";"SEM EMENDA";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"39";"Outros Serviços de Terceiros - Pessoa Juríd";"90";"Aplicações Diretas";"223527,60";"2200,58";"125,95";"0,00";"0,00";"1218,24"
"2025/01";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160142";"9.BATALHAO DE SUPRIMENTO";"00001";"TESOURO NACIONAL";"52121";"COMANDO DO EXERCITO";"05";"Defesa nacional";"122";"Administração geral";"0032";"PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO";"2000";"ADMINISTRACAO DA UNIDADE";"0004";"MANUTENCAO GERAL";"00";"Sem informação";"";"";"20000001";"ADMINISTRACAO DA UNIDADE       - NACIONAL";"0001";"ADMINISTRACAO DA UNIDADE       - NACIONAL";"-1";"Sem informação";"";"SEM EMENDA";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"40";"Serviços de Tecnologia da Informação e Com";"90";"Aplicações Diretas";"1000,00";"859,62";"0,00";"0,00";"0,00";"0,00"
"2025/01";"52000";"Ministério da Defesa";"52904";"Fundo do Exército";"167447";"1 BATALHAO FERROVIARIO";"00001";"TESOURO NACIONAL";"52921";"FUNDO DO EXERCITO";"05";"Defesa nacional";"331";"Proteção e benefícios ao trabalhador";"0032";"PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO";"2004";"ASSISTENCIA MEDICA E ODONTOLOGICA AOS SERVIDORES CIVIS, EMPREGADOS, MILITARES E SEUS DEPENDENTES";"0007";"ATENDIMENTO MEDICO-HOSPITALAR - PARTICIPACAO DO MILITAR";"00";"Sem informação";"";"";"20040001";"ASSISTENCIA MEDICA E ODONTOLOGICA AOS - NACIONAL";"0001";"ASSISTENCIA MEDICA E ODONTOLOGICA AOS - NACIO";"-1";"Sem informação";"";"SEM EMENDA";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"39";"Outros Serviços de Terceiros - Pessoa Juríd";"90";"Aplicações Diretas";"92899,99";"92899,99";"18757,89";"0,00";"0,00";"0,00"
"2025/01";"30000";"Ministério da Justiça e Segurança Pública";"30802";"Polícia Rodoviária Federal";"200127";"SUPERINTENDENCIA DA PRF NO PIAUI";"00001";"TESOURO NACIONAL";"30107";"DEPARTAMENTO DE POLICIA RODOVIARIA FEDERAL";"06";"Segurança pública";"181";"Policiamento";"5116";"SEGURANCA PUBLICA COM CIDADANIA";"2723";"POLICIAMENTO, FISCALIZACAO, ENFRENTAMENTO A CRIMINALIDADE E CORRUPCAO";"000D";"TECNOLOGIA DA INFORMACAO E COMUNICACAO";"00";"Sem informação";"";"";"27230001";"POLICIAMENTO, FISCALIZACAO, ENFRENTAM - NACIONAL";"0001";"POLICIAMENTO, FISCALIZACAO, ENFRENTAM - NACIO";"-1";"Sem informação";"";"SEM EMENDA";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"40";"Serviços de Tecnologia da Informação e Com";"90";"Aplicações Diretas";"33888,42";"2010,00";"0,00";"0,00";"0,00";"27185,17"
"2025/01";"26000";"Ministério da Educação";"26404";"Instituto Federal de Educação, Ciência e Tecnologia Baiano";"158129";"INST FED DE EDUC CIENC E TECNOLOGIA BAIANO";"26404";"INST.FED.DE EDUC.,CIENC.E TEC.BAIANO";"26404";"INST.FED.DE EDUC.,CIENC.E TEC.BAIANO";"12";"Educação";"363";"Ensino profissional";"5112";"EDUCACAO PROFISSIONAL E TECNOLOGICA QUE TRANSFORMA";"20RL";"FUNCIONAMENTO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA";"0000";"FUNCIONAMENTO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA";"00";"Sem informação";"BA";"";"20RL0029";"FUNCIONAMENTO DAS INSTITUICOES DA RED - NO ESTADO DA BAHIA";"0029";"FUNCIONAMENTO DAS INSTITUICOES DA RED - NO ES";"-1";"Sem informação";"";"SEM EMENDA";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"36";"Outros Serviços de Terceiros - Pessoa Físic";"90";"Aplicações Diretas";"103001,00";"35786,91";"0,00";"0,00";"4510,00";"39344,44"
"2025/01";"26000";"Ministério da Educação";"26283";"Fundação Universidade Federal do Mato Grosso do Sul";"154054";"FUNDACAO UNIVERS.FED. DE MATO GROSSO DO SUL";"15269";"FUNDACAO UNIVERSIDADE FEDERAL DE MATO G. SUL";"26101";"MINISTERIO DA EDUCACAO";"12";"Educação";"364";"Ensino superior";"5113";"EDUCACAO SUPERIOR: QUALIDADE, DEMOCRACIA, EQUIDADE E SUSTENTABILIDADE";"00P1";"CONCESSAO DE BOLSAS DE RESIDENCIA EM SAUDE";"0000";"APOIO A RESIDENCIA EM SAUDE";"00";"Sem informação";"";"";"00P10001";"CONCESSAO DE BOLSAS DE RESIDENCIA EM - NACIONAL";"0001";"CONCESSAO DE BOLSAS DE RESIDENCIA EM - NACION";"-1";"Sem informação";"";"SEM EMENDA";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"47";"Obrigações Tributárias e Contributivas";"91";"Aplicação Direta Decorrente de Operação entre Órgãos, Fundos e Entidades Integrantes dos Orçamentos Fis";"214337,90";"0,00";"0,00";"0,00";"0,00";"212722,84"
"2025/01";"26000";"Ministério da Educação";"26235";"Universidade Federal de Goiás";"153052";"UNIVERSIDADE FEDERAL DE GOIAS";"15226";"UNIVERSIDADE FEDERAL DE GOIAS";"26235";"UNIVERSIDADE FEDERAL DE GOIAS";"12";"Educação";"364";"Ensino superior";"5113";"EDUCACAO SUPERIOR: QUALIDADE, DEMOCRACIA, EQUIDADE E SUSTENTABILIDADE";"20RK";"FUNCIONAMENTO DE INSTITUICOES FEDERAIS DE ENSINO SUPERIOR";"0000";"FUNCIONAMENTO DE INSTITUICOES FEDERAIS DE ENSINO SUPERIOR - DESPESAS DIVERSAS";"00";"Sem informação";"GO";"";"20RK0052";"FUNCIONAMENTO DE INSTITUICOES FEDERAI - NO ESTADO DE GOIAS";"0052";"FUNCIONAMENTO DE INSTITUICOES FEDERAI - NO ES";"-1";"Sem informação";"";"SEM EMENDA";"4";"DESPESAS DE CAPITAL";"4";"Investimentos";"52";"Equipamentos e Material Permanente";"90";"Aplicações Diretas";"142055,44";"0,00";"0,00";"0,00";"591,64";"195160,76"
"2025/01";"52000";"Ministério da Defesa";"52904";"Fundo do Exército";"167547";"22 BATALHAO DE INFANTARIA";"00001";"TESOURO NACIONAL";"52921";"FUNDO DO EXERCITO";"05";"Defesa nacional";"331";"Proteção e benefícios ao trabalhador";"0032";"PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO";"2004";"ASSISTENCIA MEDICA E ODONTOLOGICA AOS SERVIDORES CIVIS, EMPREGADOS, MILITARES E SEUS DEPENDENTES";"0007";"ATENDIMENTO MEDICO-HOSPITALAR - PARTICIPACAO DO MILITAR";"00";"Sem informação";"";"";"20040001";"ASSISTENCIA MEDICA E ODONTOLOGICA AOS - NACIONAL";"0001";"ASSISTENCIA MEDICA E ODONTOLOGICA AOS - NACIO";"-1";"Sem informação";"";"SEM EMENDA";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"39";"Outros Serviços de Terceiros - Pessoa Juríd";"90";"Aplicações Diretas";"398642,64";"0,00";"0,00";"0,00";"0,00";"0,00"
"2025/01";"26000";"Ministério da Educação";"26435";"Instituto Federal de Educação, Ciência e Tecnologia do Rio Grande do Norte";"158367";"INST.FED. DO RN/CAMPUS IPANGUACU";"26435";"INST.FED.DE EDUC.,CIENC.E TEC.DO RN";"26435";"INST.FED.DE EDUC.,CIENC.E TEC.DO RN";"12";"Educação";"363";"Ensino profissional";"5112";"EDUCACAO PROFISSIONAL E TECNOLOGICA QUE TRANSFORMA";"20RL";"FUNCIONAMENTO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA";"0000";"FUNCIONAMENTO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA";"00";"Sem informação";"RN";"";"20RL0024";"FUNCIONAMENTO DAS INSTITUICOES DA RED - NO ESTADO DO RIO GRA";"0024";"FUNCIONAMENTO DAS INSTITUICOES DA RED - NO ES";"-1";"Sem informação";"";"SEM EMENDA";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"30";"Material de Consumo";"90";"Aplicações Diretas";"0,00";"0,00";"0,00";"0,00";"0,00";"20493,69"
"2025/01";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160555";"ESCRITORIO AVANCADO OP C PIPA DA 10ª RM";"00001";"TESOURO NACIONAL";"53101";"MIN. DA INTEGR. E DO DESENVOLVIMENTO REGIONAL";"06";"Segurança pública";"182";"Defesa civil";"2318";"GESTAO DE RISCOS E DE DESASTRES";"22BO";"ACOES DE PROTECAO E DEFESA CIVIL";"0001";"OPERACAO CARRO-PIPA PARA DISTRIBUICAO DE AGUA NO SEMIARIDO BRASILEIRO PELO EXERCITO BRASILEIRO";"00";"Sem informação";"";"";"22BO0001";"ACOES DE PROTECAO E DEFESA CIVIL   - NACIONAL";"0001";"ACOES DE PROTECAO E DEFESA CIVIL   - NACIONAL";"-1";"Sem informação";"";"SEM EMENDA";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"36";"Outros Serviços de Terceiros - Pessoa Físic";"90";"Aplicações Diretas";"3649010,79";"0,00";"0,00";"0,00";"0,00";"0,00"
"2025/01";"20000";"Presidência da República";"20116";"Fundo de Imprensa Nacional";"110247";"FUNDO DE IMPRENSA NACIONAL/COORD. REC. HUMAN.";"00001";"TESOURO NACIONAL";"20927";"FUNDO DE IMPRENSA NACIONAL";"04";"Administração";"662";"Produção industrial";"4101";"COMUNICACAO PUBLICA E GOVERNAMENTAL";"2804";"PUBLICACOES OFICIAIS";"2000";"DESPESAS ADMINISTRATIVAS";"00";"Sem informação";"";"";"28040001";"PUBLICACOES OFICIAIS         - NACIONAL";"0001";"PUBLICACOES OFICIAIS         - NACIONAL";"-1";"Sem informação";"";"SEM EMENDA";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"36";"Outros Serviços de Terceiros - Pessoa Físic";"90";"Aplicações Diretas";"4502,76";"4502,76";"0,00";"0,00";"0,00";"3377,07"
